MOVIES,YEAR,RATING,VOTES,RunTime,Gross
6 Years,-2015,5.6,"12,049",79,
#BlackAF,-2020,6.8,"4,200",36,
Bulbbul,-2020,6.6,"10,484",94,
Slugterra,(2012–2016),6.5,"1,209",22,
The Warrior's Way,-2010,6.3,"25,758",100,$5.66M
Power Rangers Ninja Steel,(2017–2018),5.9,758,21,
Goo-hae-jwo,(2017–2019),8.1,"1,046",60,
Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,-1999,8.6,"13,766",118,
Conversations with a Killer: The Ted Bundy Tapes,-2019,7.8,"25,740",236,
Sharknado 4: The 4th Awakens,(2016 TV Movie),3.9,"7,719",95,
Bolívar: Una lucha admirable,-2019,7.5,668,52,
Creeped Out,(2017–2019),6.6,"1,562",30,
The Machine,(I) (2013),6.1,"30,553",91,
Frequency,(2016–2017),7.5,"13,090",42,
Taineun Jiokida,-2019,7.9,"2,423",60,
Unicorn Store,-2017,5.5,"18,304",92,
Lazzaro felice,-2018,7.5,"16,536",128,
Hwayugi,(2017–2018),8.1,"3,664",75,
The Debt Collector 2,-2020,5.8,"3,581",97,
Trigun,-1998,8.3,"20,026",24,
Sonic Prime,(2022– ),,,,
Strangers,(XII),,,,
Monsoon,-2019,6,"1,621",85,
La noche de 12 años,-2018,7.5,"9,150",122,
Charité,(2017– ),7.9,"2,873",45,
2gether,-2020,7.9,"1,276",50,
Luna Nera,(2020– ),5.6,"2,533",43,
Security,(I) (2017),5.7,"16,390",88,
A Madea Homecoming,-2022,,,,
Murder Mountain,-2018,6.9,"2,771",43,
Perdida,-2020,7.1,"2,003",50,
Zui quan,-1978,7.5,"38,076",111,
There's Someone Inside Your House,-2021,,,,
Watership Down,-2018,7.2,"5,587",204,
The Chronicles of Narnia: The Silver Chair,,,,,
Er ist wieder da,-2015,7.1,"43,083",116,
The Christmas Chronicles,-2018,7,"63,607",104,
This Is a Robbery: The World's Biggest Art Heist,-2021,6.4,"3,443",210,
Gundala,-2019,6.2,"4,153",123,
Higurashi no naku koro ni,-2006,7.9,"5,045",24,
The Mothership,,,,,
Scissor Seven,(2018– ),8.3,"1,553",13,
The Trials of Gabriel Fernandez,-2020,8.1,"9,411",331,
Mahouka koukou no rettousei,(2014– ),7.2,"2,698",22,
Charming,-2018,5.6,"3,144",85,
iBoy,-2017,6,"21,589",90,
David Attenborough: A Life on Our Planet,-2020,9,"28,445",83,
Super Mario Bros: The Movie,-2022,,,,
Freelancers,-2012,4.6,"9,949",96,
Pan-dola,-2016,6.7,"6,508",136,
B: The Beginning,(2018– ),7.2,"4,285",25,
Copenhagen,-2014,7.1,"12,623",98,
Life Unexpected,(2010–2011),7.5,"14,088",60,
Jeffrey Epstein: Filthy Rich,-2020,7.1,"19,935",227,
Los favoritos de Midas,-2020,6.6,"3,498",316,
Naui Nara,-2019,8.3,"1,414",80,
King Cobra,-2016,5.6,"8,572",91,$0.03M
Kotaro Lives Alone,-2021,9.2,62,,
The Hard Way,-2019,4.8,"2,891",92,
Fatal Affair,-2020,4.5,"5,257",89,
The Pale Blue Eye,(II),,,,
Mirai no Mirai,-2018,7,"13,651",98,$0.81M
Skjelvet,-2018,6.2,"10,622",106,$0.01M
Drinking Buddies,-2013,6.1,"56,754",90,$0.34M
Precious Cargo,-2016,4.6,"8,885",90,
Sweet & Sour,-2021,6.7,"1,469",101,
What Is Life Worth,-2020,6.6,287,118,
Bumperkleef,-2019,5.7,"2,394",86,
The Yinyang Master,-2021,6.4,"2,013",113,
The Angel,-2018,6.6,"12,911",114,
J'ai perdu mon corps,-2019,7.6,"28,790",81,
Munich: The Edge of War,-2021,,,,
A California Christmas,-2020,5.8,"6,943",106,
Chungchungirok,-2020,7.3,"1,641",70,
Power Rangers Beast Morphers,(2019–2020),6.8,479,21,
Black Beach,-2020,5.5,"1,299",110,
Ala Vaikunthapurramuloo,-2020,7.3,"10,091",163,$4.70M
Alvinnn!!! And the Chipmunks,(2015– ),4.5,"1,226",11,
Ghoul,-2018,7.1,"13,031",45,
Maestro,(VII),,,,
Amanda Knox,-2016,6.9,"22,474",92,
Little Britain,(2003–2006),7.6,"22,619",29,
Age of Samurai: Battle for Japan,(2021– ),7.4,"3,234",,
The Coldest Game,-2019,6.2,"9,330",102,
The Ripper,-2020,7.1,"7,810",195,
Love (ft. Marriage & Divorce),(2021– ),6,224,70,
Kidnapping Stella,-2019,4.8,"5,487",89,
Skylines,(I) (2019),7.6,"2,406",56,
Pee-wee's Big Holiday,-2016,6.1,"7,582",90,
Doshinamnyeoui Sarangbeob,(2020– ),7.8,"1,407",30,
"Ssam, Maiwei",-2017,8.1,"4,325",70,
Teoneol,-2017,8.3,"2,228",60,
Inventing Anna,(2021– ),,,,
Jungle Beat: The Movie,-2020,5.5,760,88,
The Duchess,-2020,6.8,"4,651",30,
Last Breath,-2019,7.7,"4,608",90,
Toc Toc,-2017,6.8,"16,228",90,
Ginny Weds Sunny,-2020,5.7,"4,083",125,
Sanglyusahoe,-2018,5.5,793,120,
Abducted in Plain Sight,-2017,6.8,"17,078",91,
Untitled Sandra Bullock/Nora Fingscheidt Project,-2021,,,,
Car Masters: Rust to Riches,(2018– ),8.8,"8,412",40,
The Chef Show,(2019– ),8.2,"4,476",30,
El fotógrafo de Mauthausen,-2018,6.8,"9,308",110,
The Jurassic Games,-2018,3.8,"2,447",86,
Blue Jay,(I) (2016),7.3,"15,777",80,$0.01M
Maid,(2021– ),,,,
Hey Duggee,(2014– ),8.9,881,7,
Schumacher,-2021,,,112,
Medical Police,(2020– ),6,"3,755",242,
Gabby's Dollhouse,(2021– ),7.1,173,24,
Deadman Wonderland,-2011,7.2,"9,539",24,
The After Party,(I) (2018),5.8,"3,990",120,
"Berlin, I Love You",-2019,4.6,"2,822",120,
Mahô shôjo Madoka magika: Puella Magi Madoka Magica,-2011,8.3,"8,089",24,
Inrang,-2018,6,"4,572",139,
Jui kuen II,-1994,7.6,"44,060",102,$11.55M
Neoneun Naeui Bom,(2021– ),7.6,53,70,
Il legame,-2020,4.7,"3,162",93,
Bleach: Burîchu,-2018,6.4,"10,897",108,
"Welcome to Demon-School, Iruma-kun",(2019– ),7.7,876,23,
Post Mortem: No One Dies in Skarnes,(2021– ),,,,
The Last Legion,-2007,5.4,"34,726",101,$5.93M
Thumbelina,-1994,6.4,"16,055",86,$11.37M
Arlo the Alligator Boy,(2021 TV Movie),6.7,794,90,
Riaru onigokko,-2015,6.1,"6,015",85,
Wheel of Fortune,(1983– ),6.7,"2,827",30,
Trial by Media,(2020– ),7.2,"2,606",,
Wendell and Wild,-2022,,,,
Tau man ji D,-2005,6.4,"7,994",107,
Masum,-2017,8.4,"16,763",60,
Masameer County,(2021– ),8.2,"1,307",,
Operation Mincemeat,-2022,,,128,
Tremors II: Aftershocks,(1996 Video),6,"28,873",100,
Other People,(I) (2016),6.8,"10,487",97,$0.09M
Touch,(2012–2013),7.3,"42,007",43,
Untitled 365 Days Sequel,-2022,,,,
El Recluso,(2018– ),7,"2,332",60,
Celeste & Jesse Forever,-2012,6.6,"30,382",92,$3.09M
The Council,,,,,
Roped,-2020,5.4,"1,140",91,
The Old Guard 2,,,,,
War Party,,,,,
Remember Sunday,(2013 TV Movie),7,"11,425",96,
De Twaalf,(2019–2020),7.5,"4,335",50,
Heisei tanuki gassen ponpoko,-1994,7.3,"27,073",119,
Yasamayanlar,-2018,5.3,"2,716",60,
"Oh, Ramona!",-2019,4.9,"8,308",109,
Ultraviolet,(2017– ),7,"1,437",60,
Cinderellawa Ne Myungui Gisa,-2016,7.3,"2,996",60,
Gore,,,,,
Dragons: Riders of Berk,(2012–2014),8,"10,046",22,
Grenseland,(2017– ),6.8,"3,493",60,
After Porn Ends,-2012,5.7,"7,703",94,
Mandela,-2021,8.5,"4,826",140,
Monkey Man,-2022,,,,
Sala samobójców. Hejter,-2020,7.1,"13,144",135,
Umi ga kikoeru,(1993 TV Movie),6.7,"14,787",72,
"My Teacher, My Obsession",(2018 TV Movie),4.4,"2,035",90,
Ke zai ni xindi de mingzi,-2020,7.3,"4,358",118,
Dude,-2018,5.1,"6,600",97,
High Flying Bird,-2019,6.2,"8,041",90,
SKY Castle,(2018– ),8.7,"2,103",75,
Dirty Teacher,(2013 TV Movie),4.7,"1,885",85,
Racing Stripes,-2005,5.2,"16,506",102,$49.77M
So Not Worth It,(2021– ),7.7,806,35,
Jusqu'au déclin,-2020,5.9,"7,835",83,
I'll Be Home for Christmas,(2016 TV Movie),6.1,"2,150",84,
Loco por ella,-2021,6.6,"4,651",102,
GTO,(1999–2000),8.5,"7,710",24,
Paddleton,-2019,7.2,"12,331",89,
Girl,(II) (2018),7.1,"13,163",105,
Secuestro,-2016,6.4,"8,537",105,
Setup,(I) (2011),4.4,"20,760",85,
Dry Martina,-2018,5.8,842,95,
Wszyscy moi przyjaciele nie zyja,-2020,5.8,"5,024",96,
Unrecorded Night,,,,,
Sextuplets,-2019,4.4,"7,826",97,
Beverly Hills Cop 4,,,,,
Wolfblood,(2012–2017),7.6,"3,335",30,
Night Teeth,-2021,,,,
Vault,(I) (2019),5.5,"2,117",99,
Love Island Australia,(2018–2019),5.4,470,50,
The Octonauts,(2010– ),7.6,883,11,
Sharknado 2: The Second One,(2014 TV Movie),4,"18,485",95,
Team Foxcatcher,-2016,7.3,"5,804",90,
Eitin Eogein,-2020,8.3,"1,037",70,
Heartthrob,-2017,5.4,"2,536",86,
El árbol de la sangre,-2018,6.4,"2,665",130,
Middle School: The Worst Years of My Life,-2016,6.1,"8,256",92,$19.99M
Kotetsujo no Kabaneri,(2016– ),7.2,"4,656",23,
Bard of Blood,(2019– ),6.9,"10,752",45,
Spirit Riding Free,(2017–2019),6.6,904,23,
Turn Up Charlie,-2019,7.1,"6,711",30,
Untitled Hulk Hogan Biopic,,,,,
Rattlesnake,-2019,4.6,"7,999",85,
The Cuphead Show!,(2021– ),,,,
Mubeop Byeonhosa,-2018,7.6,"1,001",60,
I.T.,-2016,5.5,"15,373",95,
Banana Split,-2018,6.2,"2,774",88,
Halo 4: Forward Unto Dawn,-2012,6.9,"23,691",100,
Soundtrack,-2019,6.8,"1,910",56,
The Innocent Man,-2018,7.3,"5,402",284,
The Characters,-2016,5.4,765,30,
College Romance,(2018– ),8.8,"24,635",30,
Riphagen,-2016,7.1,"7,016",131,
Club de Cuervos,(2015– ),8.2,"5,161",40,
Last Chance U,(2016–2020),8.4,"6,416",55,
People Like Us,-2012,7.1,"42,162",114,$12.41M
Nailed It!,(2018– ),7.4,"4,113",33,
Au service de la France,(2015–2018),7.8,"3,115",26,
Dilwale,-2015,5.1,"32,707",158,$4.83M
Little Einsteins,(2005–2009),6.3,"1,501",,
The ABCs of Death,-2012,4.7,"18,559",129,$0.02M
Kuzu no honkai,(I) (2017),6.8,"1,437",22,
David Brent: Life on the Road,-2016,6.3,"19,129",96,
Systemsprenger,-2019,7.8,"11,388",125,
Trigger Warning,,,,,
Put Your Head on My Shoulder,-2019,8,"1,356",45,
Mercy Black,-2019,4.9,"3,110",88,
Kekkai Sensen,(2015–2017),7.3,"1,784",24,
The Parisian Agency: Exclusive Properties,(2021– ),7,211,,
Edens Zero,(2021– ),7.2,251,,
50M2,(2021– ),7,"4,632",45,
The Breadwinner,-2017,7.7,"22,504",94,$0.31M
Roboti Aniya,(2017–2018),8,"3,743",35,
Ghost Lab,-2021,5.2,973,117,
Murder Among the Mormons,-2021,7,"4,914",160,
Naboer,-2005,6.5,"9,475",75,
Pieces of Her,(2021– ),,,,
Ask the StoryBots,(2016–2019),8.4,750,24,
Greatest Events of WWII in Colour,-2019,8.7,"6,940",50,
13th,-2016,8.2,"33,496",100,
Boku dake ga inai machi,-2017,7.8,"3,231",30,
Afro Samurai,-2007,7.7,"15,625",26,
Archive 81,,,,,
Trash Truck,(2020– ),8.4,340,,
After Porn Ends 3,-2018,5.3,"1,551",86,
Plan Coeur,(2018– ),7.2,"4,246",27,
The Lincoln Lawyer,,,,60,
Furie,-2019,5.6,"2,413",97,
Spycraft,-2021,6.7,"1,496",271,
Gantz,-2004,7.2,"7,273",22,
Lust Stories,-2018,6.4,"10,169",120,
American Factory,-2019,7.4,"19,411",110,
The Eddy,-2020,7.2,"2,646",,
Tales of the City,-1993,8.3,"3,813",360,
Blue Mountain State: The Rise of Thadland,-2016,5.7,"15,091",90,
Gleipnir,-2020,6.9,994,24,
Acrimony,-2018,5.8,"8,263",120,$43.55M
Secrets of the Saqqara Tomb,-2020,7.2,"5,433",113,
Operation Varsity Blues: The College Admissions Scandal,-2021,7,"6,745",100,
LBJ,-2016,6.5,"6,303",98,$2.47M
Zapped,(2014 TV Movie),5.2,"4,517",102,
The Bag Man,(I) (2014),5.2,"16,620",108,$0.05M
The Princess Switch,-2018,6.1,"23,879",101,
Dragon's Dogma,(2020– ),6.3,"2,776",,
Viceroy's House,-2017,6.7,"7,296",106,$1.11M
The Letdown,(2017– ),7.5,"2,908",30,
Family Business,(2019– ),7.4,"2,711",,
Ibeon Saengeun Cheoeumira,-2017,8.1,"3,166",70,
Crip Camp,-2020,7.7,"6,466",106,
El marginal,(2016– ),8.2,"3,022",60,
Dogs,(2018– ),8.1,"1,151",50,
Advokaten,(2018– ),7,"1,393",45,
Ultraman,(2019– ),6.9,"1,688",25,
Pets United,-2019,3.8,"2,200",89,
Cat People,(2021– ),6.2,152,,
Slumberland,-2022,,,,
Eastsiders,(2012– ),6.9,"2,460",115,
Heaven Official's Blessing,(2020– ),8.4,781,,
Barbie Dreamhouse Adventures,(2018– ),6.8,414,22,
The Witcher: Blood Origin,,,,,
Extraction 2,,,,,
Life's Too Short,(2011–2013),7.5,"14,912",30,
Zero Chill,(2021– ),5.7,"1,108",,
Shin'ya shokudô: Tokyo Stories,(2016–2019),8.4,"3,713",24,
Une chance de trop,(2015– ),7.2,"1,198",52,
El tiempo entre costuras,(2013–2014),8.3,"3,876",853,
Penguin Town,(2021– ),8,539,,
The Defiant Ones,-2017,8.5,"12,686",60,
The Most Hated Woman in America,-2017,6.1,"5,968",91,
Shinya shokudô,(2009–2014),8.6,"1,680",24,
Inside Job,(2021– ),,,,
Joshua,-2007,5.9,"12,266",106,$0.48M
Haters Back Off!,(2016–2017),6,"6,956",30,
I Am a Killer,(2018–2020),7.4,"3,524",52,
Berserk: Ougon Jidai-hen I - Haou no Tamago,-2012,7.6,"11,327",76,
The Knight Before Christmas,-2019,5.6,"15,522",92,
The Returned,-2015,7.1,"11,602",42,
One Piece,,,,,
Shinibsagwan Goohaeryung,-2019,8.2,"1,391",35,
Twilight of the Gods,,,,,
The InBESTigators,(2019– ),8.1,568,,
Merlí,(2015–2018),8.6,"7,545",58,
Le jeu,-2018,6.8,"13,364",90,
The Perfect Host,-2010,6.8,"26,028",93,$0.05M
Ya no estoy aqui,-2019,7.3,"6,672",112,
Hitler's Circle of Evil,-2018,8,"3,579",52,
Talking Tom and Friends,(2014– ),6.3,337,11,
Herushingu,(2001–2002),7.9,"15,227",23,
The Body,(II) (2019),5.4,"3,062",101,
Ai-naki mori de sakebe,-2019,6.3,"2,147",151,
Free!,(2013– ),7.4,"2,630",24,
Special Correspondents,-2016,5.8,"21,512",101,
The Bletchley Circle: San Francisco,-2018,6.9,"2,072",45,
El robo del siglo,-2020,7.3,"2,222",,
R.L. Stine's Monsterville: Cabinet of Souls,(2015 TV Movie),5.7,"2,000",86,
Kiss Me First,-2018,6.3,"3,645",46,
Marfa Girl,-2012,5.2,"1,561",105,
Rebirth,(I) (2016),5,"4,772",100,
Mindhorn,-2016,6.3,"11,856",89,
Much Loved,-2015,6.2,"2,535",104,
Bombam,(2019– ),7.9,"1,739",35,
Fun Mom Dinner,-2017,5.3,"5,222",81,
Il processo,(2019– ),7,"2,545",52,
Darwin's Game,(2020– ),7.3,"1,344",23,
Quien a hierro mata,-2019,6.6,"6,591",107,
Hanma Baki: Son of Ogre,(2021– ),,,,
Blood & Water,(2020– ),6.4,"2,080",53,
The Mother,-2022,,,,
Homemade,(I) (2020– ),6,692,138,
Saving Zoë,-2019,5.3,"1,787",95,
Akelarre,-2020,6.3,"3,610",92,
Dérapages,(I) (2020– ),7.2,"3,340",52,
Rust Valley Restorers,(2018– ),7.8,"2,373",38,
Wormwood,-2017,7,"3,870",241,
Keizersvrouwen,(2019– ),6.2,749,47,
Ghost Wars,(2017–2018),6.3,"4,430",60,
S.W.A.T.: Firefight,(2011 Video),5.3,"9,818",89,
Jingle Jangle: A Christmas Journey,-2020,6.5,"16,081",122,
Mismatched,(2020– ),5.5,"3,261",30,
Rosario Tijeras,(2016–2019),6.2,227,43,
Boku wa tomodachi ga sukunai,(2011– ),7.1,"1,975",25,
The Land of Steady Habits,-2018,6.2,"6,916",98,
Open Season 2,(2008 Video),5.6,"22,618",76,
The Scorpion King 3: Battle for Redemption,(2012 Video),3.7,"8,178",105,
Det som göms i snö,(2018– ),7.4,"1,765",43,
Baekilui Nanggoonnim,-2018,7.7,"1,328",75,
12 Rounds 3: Lockdown,-2015,5.2,"4,021",90,
Girlfriend's Day,-2017,5.2,"3,707",65,
The Big Show Show,-2020,6.4,"2,139",,
The Great Hack,-2019,7.1,"21,781",114,
Gentefied,(2020– ),7.4,"1,786",,
L'ultimo paradiso,-2021,5.6,"1,007",107,
Bloodride,(2020– ),6.4,"3,127",,
Tarde para la ira,-2016,6.8,"11,231",92,
Hataraku Saibou,(2018– ),7.6,"1,825",24,
Step Sisters,-2018,5.5,"4,220",108,
BNA,-2020,7.2,"1,893",23,
Yeh Meri Family,-2018,9.1,"21,890",30,
Lykke-Per,-2018,7.2,"5,308",162,
Full Count,-2019,5.7,544,110,
Isi & Ossi,-2020,6.4,"7,200",113,
Ugly,-2013,8,"20,940",128,
Tian sheng chang ge,-2018,8.6,"1,311",60,
Qi Huan Zhi Lv,-2019,5.9,"1,086",102,
El aviso,-2018,5.9,"5,863",92,
Fast and Loose,(II),,,,
Apollo 10 1/2: A Space Age Adventure,-2022,,,,
Lo spietato,-2019,6.1,"5,546",111,
Ad Vitam,-2018,6.5,"1,428",60,
The Last Kids on Earth,(2019– ),7.4,"1,034",,
Spotless,(2015– ),7.8,"3,419",60,
Les rivières pourpres,(2018– ),6.8,"1,236",60,
Alien Warfare,-2019,2.6,"3,185",88,
El silencio de la ciudad blanca,-2019,5.2,"4,653",110,
6 Below: Miracle on the Mountain,-2017,5.7,"6,916",98,
Ssawooja Gwishina,-2016,7.6,"1,964",60,
Viva La Madness,,,,,
Frontera Verde,(2019– ),7.3,"2,264",41,
Misha and the Wolves,-2021,7.1,93,90,
Operation Christmas Drop,-2020,5.8,"9,647",95,
The Repair Shop,(2017– ),8.7,"1,104",30,
Cowspiracy: The Sustainability Secret,-2014,8.2,"23,655",90,
Ever After High,(2013–2017),8,821,25,
Reality Z,(2020– ),5.4,"2,183",30,
The Sky Is Pink,-2019,7.6,"7,901",143,
Busted! I Know Who You Are!,(2018–2021),7.7,747,90,
Te3n,-2016,7.3,"12,303",136,$0.26M
Paava Kadhaigal,(2020– ),8.1,"5,524",36,
The Death and Life of Bobby Z,-2007,5.8,"14,346",97,
OtherLife,-2017,6.3,"14,895",96,
Brews Brothers,(2020– ),5.1,"1,730",,
Girls with Balls,-2018,3.8,"2,805",77,
The Increasingly Poor Decisions of Todd Margaret,(2009–2016),7.6,"6,233",25,
Ali & the Queens,-2021,7.1,791,100,
Braqueurs,-2015,6.3,"4,641",81,
The Main Event,-2020,4.8,"2,062",101,
Coco avant Chanel,-2009,6.7,"39,401",105,$6.11M
La Doña,(2016– ),6.8,553,45,
Richie Rich,-2015,3.3,912,22,
All Day and a Night,-2020,5.8,"3,301",121,
Benji,(I) (2018),6.3,"4,163",87,
Atlantique,-2019,6.7,"8,583",106,
The Confession Killer,-2019,7.4,"7,618",240,
Violetta,(2012–2015),5.3,"2,207",45,
Kemono Jihen,(2021– ),7.5,922,24,
Dongbaekkkot Pil Muryeop,-2019,8,"1,793",30,
Eojjeoda Balgyeonhan Haru,-2019,7.9,"1,868",35,
Killer Inside: The Mind of Aaron Hernandez,-2020,7.4,"14,805",202,
The House of Flowers: The Movie,-2021,5.5,594,86,
Shin seiki Evangelion Gekijô-ban: Shito shinsei,-1997,7.5,"12,635",101,
All Hail King Julien,(2014–2017),7.1,"1,708",23,
100 días para enamorarnos,(2020– ),6.9,645,,
Human: The World Within,(2021– ),6.8,422,,
Have a Good Trip: Adventures in Psychedelics,-2020,6.8,"6,753",85,
The Hollow,(2018–2020),7.2,"3,712",24,
Irul,-2021,5.8,"2,627",91,
L'immortel,-2010,6.7,"33,510",117,
Power Rangers Dino Charge,(2015–2016),6.5,"1,200",21,
When Heroes Fly,(2018– ),7.2,"2,666",45,
Little Things,(2016– ),8.3,"4,958",16,
Les affamés,-2017,5.8,"8,625",104,
Hardy Bucks,(2010– ),8.3,773,30,
Tokyo Trial,-2016,7.4,"1,381",45,
Ashes of Love,-2018,8.4,"1,577",45,
Project Mc²,(2015– ),6,838,26,
Out in the Dark,-2012,7.5,"8,009",96,
The Expanding Universe of Ashley Garcia,-2020,6.8,960,,
Once Upon a Time in London,-2019,5.6,"5,578",111,
Namjachingoo,(2018–2019),7.2,940,60,
Merry Happy Whatever,-2019,6.3,"4,010",26,
A Shaun the Sheep Movie: Farmageddon,-2019,6.8,"12,154",86,
Il Divin Codino,-2021,6.1,"3,523",91,
Anima,(I) (2019),7.7,"10,114",15,
Jonas,(2018 TV Movie),7,"4,948",82,
Errementari,-2017,6.4,"10,462",98,
If Anything Happens I Love You,-2020,7.8,"13,086",13,
Was wir wollten,-2020,5.8,"1,545",93,
The Swimmers,-2022,,,,
The Perfect Find,,,,,
Hanyô no Yashahime,(2020– ),7.2,705,,
Pokémon: Mewtwo Strikes Back - Evolution,-2019,5.7,"4,870",98,
ADN,-2020,5.9,733,90,
Ssanggabpocha,-2020,8.1,"1,414",70,
The Stranger,-1946,7.4,"25,188",95,
Home for Christmas,(2019–2020),7.7,"11,139",29,
Walk. Ride. Rodeo.,-2019,6.4,"2,114",100,
Marseille,(2016–2018),6.9,"4,830",41,
Wildflower,(II) (2014),5.3,866,92,$0.01M
A Cinderella Story: Christmas Wish,(2019 Video),5.3,"5,237",85,
Damascus Cover,-2017,5.2,"2,574",93,
Yojôhan shinwa taikei,-2010,8.5,"3,362",253,
Ofrenda a la tormenta,-2020,6.2,"5,473",139,
Heartstopper,,,,,
Jenni Rivera: Mariposa de Barrio,(2017– ),7.3,211,45,
Bruised,-2020,7.2,47,129,
Shinchô yûsha ~ kono yûsha ga ore TUEEE kuse ni shinchô sugiru ~,-2019,7.4,"1,657",23,
The Disciple,-2020,7.2,"1,686",129,
Pariah,(I) (2011),7.2,"6,525",86,$0.76M
Bonusfamiljen,(2017– ),7.6,"2,864",44,
Historia de un crimen: Colmenares,-2019,7.3,735,,
Boy Meets Girl,(I) (2014),7.1,"4,391",95,$0.02M
Børning 3,-2020,5.1,"1,916",100,
Sonic Boom,(2014–2017),6.9,"5,452",11,
Video Game High School,(2012–2014),7.6,"12,922",42,
Berserk: Ougon jidai-hen III - Kourin,-2013,7.9,"8,987",110,
My Perfect Landing,(2020– ),6.3,131,,
Operation Avalanche,-2016,6.1,"6,983",94,$0.06M
AK vs AK,-2020,6.9,"12,797",108,
Some Assembly Required,(2014– ),3.7,788,,
Rugal,(2020– ),6.4,672,60,
Yojo Senki: Saga of Tanya the Evil,(2017– ),7.6,"2,461",24,
Legado en los huesos,-2019,6.3,"7,865",121,
Rebel Ridge,,,,,
El vecino,(2019–2021),6.6,"1,945",30,
Stay Close,,,,,
Inside the World's Toughest Prisons,(2016–2021),7.1,"2,457",47,
Higurashi: When They Cry - GOU,(2020–2021),7.1,356,,
Windfall,-2022,,,,
Mobeomhyungsa,-2020,7.5,488,60,
Midnight at the Magnolia,-2020,5.8,"4,392",87,
Betaal,(2020– ),5.4,"8,261",46,
Dealin' with Idiots,-2013,5.4,"1,306",88,$0.02M
Trailer Park Boys: The Animated Series,(2019–2020),7.5,"2,531",25,
Smurfs,(1981–1989),7.2,"16,790",30,
The Good Nurse,-2022,,,,
Glacé,(2016– ),6.3,"3,384",52,
Yuyeolui eumagaelbeom,-2019,7.1,"2,822",122,
Love on the Spectrum,(2019– ),8.5,"3,333",,
Ju-on: Origins,-2020,6.1,"3,932",30,
Coisa Mais Linda,(2019– ),7.9,"3,071",45,
Mercy,(IV) (2016),4.2,"3,165",90,
Sisters,-2017,7.5,"1,554",60,
Bankier van het verzet,-2018,6.9,"8,574",123,
Kiss the Ground,-2020,8.3,"5,736",84,
Habaekui Shinboo,-2017,6.9,"1,921",70,
Zero,(2021– ),5.7,"1,047",27,
Shimoneta to Iu gainen ga sonzai shinai taikutsu na sekai,(2015– ),7,"1,797",22,
Misaeng,-2014,8.6,"1,509",60,
Mr. Roosevelt,-2017,6.3,"3,033",90,
She,(2020– ),6.5,"3,086",36,
Si shi qing chun,-2018,6.6,"6,342",74,
Mystery Science Theater 3000: The Return,(2017–2018),8,"3,405",90,
Carnaval,-2021,3.9,679,94,
Geunyeoneun yeppeodda,-2015,7.7,"4,012",60,
Fariña,-2018,7.9,"3,399",95,
True Spirit,,,,,
Why Did You Kill Me?,-2021,5.6,"3,378",83,
Rodney & Sheryl,,,,,
Bombay Begums,(2021– ),4.9,"3,615",50,
First Kill,,,,60,
Blanche comme neige,-2019,5.3,921,112,
Ban-deu-si jab-neun-da,-2017,6.6,"2,511",110,
Roohi,-2021,4.3,"6,809",134,
Contracted,-2013,5.3,"14,668",84,$0.00M
Uncorked,(I) (2020),6.3,"4,839",104,
Vaioretto evâgâden gaiden: Eien to jidou shuki ningyou,-2019,7.5,"3,148",90,
XX,-2017,4.6,"11,394",80,$0.03M
Iris,(III) (2016),6.1,"3,831",99,
Tallulah,-2016,6.7,"19,219",111,
100 metros,-2016,7.5,"5,856",108,
Marlon,(2017–2018),7.1,"3,738",22,
La Corazonada,-2020,5.4,"2,361",116,
Hou lai de wo men,-2018,7.4,"3,425",120,
Palmeras en la nieve,-2015,7.4,"11,309",163,
Mascots,-2016,5.8,"6,973",89,
Enrico Piaggio: Vespa,(2019 TV Movie),6.9,"2,353",102,
Nobel,-2016,8.1,"6,041",45,
Gnome Alone,-2017,5.6,"3,115",85,
Monster Hunter: Legends of the Guild,(2021 TV Movie),,,58,
Revenger,-2018,5.7,"3,950",101,
Sudden Fear,-1952,7.5,"5,679",110,
Sonic X,(2003–2006),6.2,"3,994",30,
Ajin,(2016– ),7.6,"5,606",24,
Fearless,-2020,4.9,"1,420",89,
Sebelum Iblis Menjemput,-2018,6,"3,765",110,
The Investigator: A British Crime Story,(2016–2018),5.7,"1,652",47,
Zeitgeist,(2007 Video),8.1,"48,656",118,
Temple,-2017,3.6,"4,761",78,
Life in Colour,(2021– ),8.3,"2,173",59,
Onisciente,(2020– ),6.4,"1,802",,
Swiped,(I) (2018),3,"11,048",93,
Fear City: New York vs the Mafia,-2020,7.1,"6,352",156,
How to Plan an Orgy in a Small Town,-2015,5.5,"3,172",101,
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,-2019,7.6,"5,987",142,
Yuragi-sou no Yuuna-san,(2018– ),6.8,333,24,
Bala,-2019,7.3,"12,716",133,
Rozario to banpaia,-2008,7,"2,732",25,
Clark,,,,,
Cheese in the Trap,-2016,7.4,"3,348",60,
Kidou Senshi Gundam: Tekketsu no Orphans,(2015– ),7.9,"1,382",24,
"Money, Explained",-2021,6.9,"1,451",23,
Eulachacha Waikiki,(2018–2019),8.3,"1,499",65,
The Cabin with Bert Kreischer,(2020– ),6.9,"1,388",,
Frozen Planet,(2011–2012),9,"27,986",333,
Si no t'hagués conegut,-2018,7.7,"1,936",60,
Amend: The Fight for America,(I) (2021),7.9,"1,068",,
